ORF ID	Gene Name	Class(1:essential 2:nonessential 3:unknown)	Alternative Name	Map Position	Start(BP)	End(BP)	Length	Direction(0:+ 1:-)	Ncbi ID	Product	Swissprot Acc No	Note
3282	tusD	2	b3345   ECK3332   f128   JW3307   tusD   yheN	74.86199951171875	3   473   354	3   473   740	387	1	1789743	sulfurtransferase for 2-thiolation step of mnm(5)-s(2)U34-tRNA synthesis	P45532;   Q8FCY1;   Q8X883;	
3283	yheO	2	b3346   ECK3333   f244   JW5703	74.87030029296875	3   473   740	3   474   462	723	1	87082246	hypothetical protein	P45533;   Q8X882;	
3284	fkpA	2	b3347   ECK3334   f270   JW3309   yzzS	74.8895034790039	3   474   629	3   475   441	813	1	1789745	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)	P45523; P39175;   Q8X880;	GO_component: GO:0042597 - periplasmic space; GO_process: GO:0006457 - protein folding
417	625	-1		74.9000015258789	3   475   148	3   493   097	17   850	-1				
3285	slyX	2	b3348   ECK3335   JW3310   o72	74.91179656982422	3   475   662	3   475   880	219	0	1789747	protein required for phi X174 lysis	P30857;	host factor for lysis of phiX174 infection
3286	slyD	2	b3349   ECK3336   f196   JW3311	74.9175033569336	3   475   929	3   476   519	591	1	1789748	FKBP-type peptidyl prolyl cis-trans isomerase (rotamase)	P30856;   P56622;	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase); GO_process: GO:0006457 - protein folding
10171	yheV	2	b4551   ECK3337   JW3312	74.93229675292969	3   476   614	3   476   814	201	1	87082247	hypothetical protein		GO_component: GO:0005737 - cytoplasm
3287	kefB	2	b3350   ECK3338   f601   JW3313   trkB	74.93679809570312	3   476   824	3   478   629	1   806	1	1789749	potassium:proton antiporter	P45522;   Q8FCY0;   Q8X878;	K+ efflux; NEM-activable K+/H+ antiporter; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_function: GO:0015386 - potassium:hydrogen antiporter activity
520	fipC	2		74.95999908447266	3   477   560	3   477   560	0	0				
3288	kefG	2	b3351   ECK3339   f184   JW3314   yheR	74.97570037841797	3   478   629	3   479   183	555	1	1789750	potassium-efflux system ancillary protein for KefB    glutathione-regulated	P45534;	putative NAD(P)H oxidoreductase
3289	yheS	2	b3352   ECK3340   JW3315   o637	74.99040222167969	3   479   311	3   481   224	1   914	0	1789751	fused predicted transporter subunits of ABC superfamily: ATP-binding components	P45535;   Q8FCX9;	putative ATP-binding component of a transport system; GO_component: GO:0005737 - cytoplasm
521	sloB	2		75.0	3   479   416	3   479   416	0	0				
3290	yheT	2	b3353   ECK3341   JW3316   o340	75.03160095214844	3   481   224	3   482   246	1   023	0	1789752	putative hydrolase	P45524;   Q8FCX8;   Q8X873;	
522	neaB	2		75.05000305175781	3   481   735	3   481   735	0	0				
3291	yheU	2	b3354   ECK3342   JW3317   o72	75.05349731445312	3   482   240	3   482   458	219	0	1789753	hypothetical protein	P45536;	
3292	prkB	2	b3355   ECK3343   JW3318   o289   prk?   yhfF	75.05940246582031	3   482   512	3   483   381	870	0	2367214	putative phosphoribulokinase	P37307; P76684;   Q8FCX7;   Q8X869;	probable phosphoribulokinase; GO_process: GO:0006006 - glucose metabolic process
3293	yhfA	2	b3356   ECK3344   f134   JW3319	75.07929992675781	3   483   436	3   483   840	405	1	1789755	conserved protein    OsmC family	P24246;	
3294	crp	2	b3357   cap   csm   ECK3345   JW5702   o210	75.09449768066406	3   484   142	3   484   774	633	0	1789756	DNA-binding transcriptional dual regulator	P03020;	cyclic AMP receptor protein; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016563 - transcription activator activity; GO_function: GO:0016564 - transcription repressor activity; GO_process: GO:0006350 - transcription
3295	yhfK	2	b3358   ECK3346   JW5701   o696	75.10900115966797	3   484   813	3   486   915	2   103	0	87082248	conserved inner membrane protein	P45537;   Q8FCX6;   Q8X865;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0008152 - metabolic process
523	gurB	2		75.12000274658203	3   484   983	3   484   983	0	0				
416	624	-1		75.12999725341797	3   485   997	3   507   356	21   260	-1				
3296	argD	2	alaB   Arg1   argG   b3359   dapC   dtu   ECK3347   f406   JW3322	75.15570068359375	3   486   982	3   488   202	1   221	1	1789759	bifunctional acetylornithine aminotransferase/ succinyldiaminopimelate aminotransferase	P18335;   P22767;   P59317;   Q8X4S6;   Q8X9M0;	acetylornithine delta-aminotransferase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006526 - arginine biosynthetic process; GO_process: GO:0009089 - lysine biosynthetic process via diaminopimelate
3297	pabA	2	b3360   ECK3348   f187   JW3323	75.18389892578125	3   488   288	3   488   851	564	1	1789760	aminodeoxychorismate synthase    subunit II	P00903;   Q8FCX5;   Q8X862;	p-aminobenzoate synthetase    component II; GO_process: GO:0046656 - folic acid biosynthetic process
3298	fic	2	b3361   ECK3349   f200   fic-1   JW3324   vhpT	75.19670104980469	3   488   883	3   489   485	603	1	1789761	stationary-phase adenosine monophosphate-protein transferase domain protein	P20605;   Q8FCX4;   Q8X861;	induced in stationary phase    recognized by rpoS    affects cell division
3300	yhfG	2	b3362   ECK3350   f55   JW3325   vhpA	75.20950317382812	3   489   475	3   489   642	168	1	1789762	putative Fic-binding protein	P37770;   Q8FCX3;	
3299	ppiA	2	b3363   ECK3351   f190   JW3326   rot	75.21530151367188	3   489   747	3   490   319	573	1	1789763	peptidyl-prolyl cis-trans isomerase A (rotamase A)	P20752;	GO_process: GO:0006457 - protein folding
3301	tsgA	2	b3364   cytX   ECK3352   gutS   JW3327   o393   yhfC   yhfH	75.2334976196289	3   490   590	3   491   771	1   182	0	1789764	putative transporter	P60778; P21229; P37612;   P60779; P21229; P37612;	putative transport; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
3302	nirB	2	b3365   ECK3353   JW3328   o847	75.26460266113281	3   492   033	3   494   576	2   544	0	1789765	nitrite reductase    large subunit    NAD(P)H-binding	P08201;   Q8FCX1;   Q8XEE3;	nitrite reductase (NAD(P)H) subunit; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009061 - anaerobic respiration
3303	nirD	2	b3366   ECK3354   JW3329   o108	75.31939697265625	3   494   573	3   494   899	327	0	1789766	nitrite reductase    NAD(P)H-binding    small subunit	P23675;   Q8FCX0;	nitrite reductase (NAD(P)H) subunit; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009061 - anaerobic respiration
3304	nirC	2	b3367   ECK3355   JW3330   o184	75.3291015625	3   495   025	3   495   831	807	0	87082249	nitrite transporter	P11097; P78112;   Q8FCW9;   Q8X848;	nitrite reductase activity; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0006807 - nitrogen compound metabolic process
3305	cysG	2	b3368   ECK3356   JW3331   o457	75.3469009399414	3   495   850	3   497   223	1   374	0	1789768	fused siroheme synthase 1   3-dimethyluroporphyriongen III dehydrogenase andsiroheme ferrochelatase/uroporphyrinogen methyltransferase	P11098; P76685;   Q8FCW8;	uroporphyrinogen III methylase; sirohaeme biosynthesis
3306	yhfL	2	b3369   ECK3357   JW3332   o55	75.38179779052734	3   497   470	3   497   637	168	0	1789770	small lipoprotein	P45538;	
3307	frlA	2	b3370   ECK3358   JW3333   o462   yhfM	75.3917007446289	3   497   932	3   499   269	1   338	0	87082250	putative fructoselysine transporter	P45539; P76686;   Q8X845;	putative amino acid/amine transport protein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
3308	frlB	2	b3371   ECK3359   JW5700   o347   yhfN	75.4209976196289	3   499   290	3   500   312	1   023	0	87082251	fructoselysine-6-P-deglycase	P45540;   Q8X844;	putative transport protein
415	623	-1		75.44000244140625	3   500   262	3   515   292	14   931	-1				
3309	frlC	2	b3372   b3373   b4474   ECK3360   JW5699   o134   o149   yhfO   yhfP	75.44409942626953	3   500   362	3   501   192	831	0	48994933	fructoselysine 3-epimerase	P45541; P45542;	putative fructoselysine or fructoselysine 6-P isomerase
3311	frlD	2	b3374   ECK3361   JW3337   o261   yhfQ	75.46189880371094	3   501   189	3   501   974	786	0	1789775	fructoselysine 6-kinase	P45543;	putative kinase
3312	frlR	2	b3375   ECK3362   JW5698   o265   yhfR	75.48100280761719	3   502   074	3   502   805	732	0	87082252	putative DNA-binding transcriptional regulator	P45544;   Q8X835;   Q8XA81;	putative transcriptional regulator; GO_function: GO:0016564 - transcription repressor activity; GO_process: GO:0006350 - transcription
3313	yhfS	2	b3376   ECK3363   f361   JW3339	75.5000991821289	3   502   957	3   504   042	1   086	1	1789777	hypothetical protein	P45545;   Q8FCW7;	
3314	yhfT	2	b3377   ECK3364   f434   JW3340	75.52369689941406	3   504   054	3   505   358	1   305	1	2367218	putative inner membrane protein	P45546;   Q8FCW6;	putative transport system permease protein
3315	yhfU	2	b3378   ECK3365   f130   JW5697	75.5521011352539	3   505   370	3   505   723	354	1	87082253	hypothetical protein	P45547;	
3316	php	2	b3379   ECK3366   f292   JW3342   yhfV	75.55989837646484	3   505   734	3   506   612	879	1	1789780	putative hydrolase	P45548;   Q8FCW5;	
3317	yhfW	2	b3380   ECK3367   f408   JW3343	75.57879638671875	3   506   609	3   507   835	1   227	1	1789781	putative mutase	P45549;   Q8FCW4;	
3318	yhfX	2	b3381   ECK3368   f387   JW3344	75.6052017211914	3   507   835	3   508   998	1   164	1	1789782	putative amino acid racemase	P45550;   Q8FCW3;	
414	622	-1		75.62000274658203	3   508   921	3   526   261	17   241	-1				
3319	yhfY	2	b3382   ECK3369   f134   JW5696	75.6321029663086	3   509   082	3   509   444	363	1	87082254	hypothetical protein	P45551;   Q8FCW2;	
3320	yhfZ	2	b3383   ECK3370   f228   JW5948	75.64019775390625	3   509   461	3   510   366	906	1	48994934	hypothetical protein	P45552;   Q8FCW1;	
3321	trpS	1	b3384   ECK3371   f334   JW3347	75.66600036621094	3   510   656	3   511   660	1   005	1	1789786	tryptophanyl-tRNA synthetase	P00954;   Q8X832;	tryptophan tRNA synthetase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
527	qmeC	2		75.69000244140625	3   511   426	3   511   426	0	0				
3322	gph	2	b3385   ECK3372   JW3348   yhfE	75.6875	3   511   653	3   512   411	759	1	1789787	phosphoglycolate phosphatase	P32662;   P58422;   Q8FCW0;	GO_process: GO:0016052 - carbohydrate catabolic process
3323	rpe	2	b3386   dod   ECK3373   f225   JW3349   yhfD	75.70369720458984	3   512   404	3   513   081	678	1	1789788	D-ribulose-5-phosphate 3-epimerase	P32661;	GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0009052 - pentose-phosphate shunt    non-oxidative branch
3324	dam	2	b3387   ECK3374   f278   JW3350	75.71859741210938	3   513   099	3   513   935	837	1	1789789	DNA adenine methyltransferase	P00475;   Q8FCV9;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006306 - DNA methylation
3325	damX	2	b3388   ECK3375   f428   JW3351   yhfB	75.73899841308594	3   514   042	3   515   328	1   287	1	1789790	cell division protein that binds to the septal ring	P11557; P76687;   Q8FCV8;   Q8X826;	putative membrane protein; interferes with cell division; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
3326	aroB	2	b3389   ECK3376   f362   JW3352	75.7686996459961	3   515   420	3   516   508	1   089	1	1789791	3-dehydroquinate synthase	P07639;   Q8FCV7;   Q8X824;	GO_process: GO:0009423 - chorismate biosynthetic process
3327	aroK	2	b3390   ECK3377   JW5947	75.79340362548828	3   516   565	3   517   086	522	1	87082255	shikimate kinase I	P24167; P78113; Q8X4S0;	GO_process: GO:0009423 - chorismate biosynthetic process
3328	hofQ	2	b3391   ECK3378   f412   hopQ   JW3354	75.81320190429688	3   517   487	3   518   725	1   239	1	1789793	protein required for the utilization of DNA as a carbon source; fimbrial transporter homolog	P34749;   Q8CVM9;   Q8X818;	putative transport portein
3329	hofP	2	b3392   ECK3379   f147   JW5694   yrfA	75.83799743652344	3   518   637	3   519   041	405	1	87082256	protein required for the utilization of DNA as a carbon source	P45750;   Q8FCV6;   Q8X817;	
3331	hofO	2	b3393   ECK3380   f146   JW3356   yrfB	75.84649658203125	3   519   031	3   519   471	441	1	1789795	protein required for the utilization of DNA as a carbon source	P45751;   Q8FCV5;   Q8X815;	
3330	hofN	2	b3394   ECK3381   f179   JW3357   yrfC	75.85559844970703	3   519   455	3   519   994	540	1	1789796	protein required for the utilization of DNA as a carbon source; fimbrial assembly protein homolog	P45752;   Q8FCV4;   Q8X813;	
3332	hofM	2	b3395   ECK3382   f268   JW5693   yrfD	75.86730194091797	3   519   994	3   520   773	780	1	87082257	protein required for the utilization of DNA as a carbon source    pilus assembly protein homolog	P45753;   Q8FCV3;   Q8X810;	
3333	mrcA	2	b3396   ECK3383   JW3359   o858   ponA	75.8865966796875	3   520   893	3   523   445	2   553	0	87082258	fused penicillin-binding protein 1a: mureintransglycosylase/murein transpeptidase	P02918; P76688;   Q8FCV2;   Q8X809;	peptidoglycan synthetase; penicillin-binding protein 1A; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0009252 - peptidoglycan biosynthetic process; GO_process: GO:0042493 - response to drug
413	621	-1		75.88999938964844	3   521   366	3   536   133	14   668	-1				
3334	nudE	2	b3397   ECK3384   f186   JW3360   yrfE	75.94519805908203	3   523   611	3   524   171	561	1	1789800	adenosine nucleotide hydrolase; substrates include Ap3A    Ap2A    ADP-ribose    NADH	P45799;   Q8FCV1;   Q8X808;	
3335	yrfF	1	b3398   ECK3385   igaA   JW3361   mucM   o711   umoB	75.96420288085938	3   524   491	3   526   626	2   136	0	1789801	inner membrane protein	P45800;   P58720;   Q8FCU9;	putative dehydrogenase
412	620	-1		75.9800033569336	3   525   561	3   545   315	19   655	-1				
3336	yrfG	2	b3399   ECK3386   JW5865   o237	76.0115966796875	3   526   691	3   527   359	669	0	87082259	GMP/IMP nucleotidase	P45801;   Q8FCU8;   Q8X805;	putative phosphatase
3337	hslR	2	b3400   ECK3387   JW3363   o133   yrfH	76.02619934082031	3   527   370	3   527   771	402	0	1789803	ribosome-associated heat shock protein Hsp15	P45802;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009266 - response to temperature stimulus
3338	hslO	2	b3401   ECK3388   JW5692   o294   yrfI	76.035400390625	3   527   796	3   528   674	879	0	87082260	heat shock protein Hsp33	P45803;	GO_process: GO:0006457 - protein folding
3339	yhgE	2	b3402   ECK3389   f574   JW3365	76.05570220947266	3   528   737	3   530   461	1   725	1	1789805	putative inner membrane protein	P45804;   Q8FCU7;   Q8X734;	putative transport; GO_component: GO:0009274 - peptidoglycan-based cell wall
3340	pck	2	b3403   ECK3390   JW3366   pckA	76.10099792480469	3   530   840	3   532   462	1   623	0	1789807	phosphoenolpyruvate carboxykinase	P22259;   Q8FCU4;   Q8X733;	GO_process: GO:0006094 - gluconeogenesis
3341	envZ	2	b3404   cpr   ECK3391   f450   JW3367   ompB   perA   tpo	76.13760375976562	3   532   538	3   533   890	1   353	1	1789808	sensory histidine kinase in two-component regulatory system with OmpR	P02933;   Q8FCU0;   Q8X731;	protein histidine kinase/phosphatase sensor for OmpR    modulates expression of ompF and ompC; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0006464 - protein modification process
3342	ompR	2	b3405   cry   ECK3392   envZ   f239   JW3368   kmt   ompB	76.16670227050781	3   533   887	3   534   606	720	1	1789809	DNA-binding response regulator in two-component regulatory system with EnvZ	P02931;   P02933;   P03025; O31133; P08981; P41405;   Q8FCU0;   Q8X731;	response regulator (sensor    EnvZ) affecting transcription of ompC and ompF: outer membrane protein synthesis; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016563 - transcription activator activity; GO_function: GO:0016564 - transcription repressor activity; GO_process: GO:0006350 - transcription
3343	greB	2	b3406   ECK3393   JW3369   o170	76.18710327148438	3   534   834	3   535   310	477	0	87082261	transcript cleavage factor	P30128; P78114;   Q8X729;	transcription elongation factor and transcript cleavage; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006350 - transcription; GO_process: GO:0006355 - regulation of transcription    DNA-dependent
3344	yhgF	2	b3407   ECK3394   JW3370   o740   tex	76.19950103759766	3   535   407	3   537   728	2   322	0	87082262	putative transcriptional accessory protein	P46837; P76689;   Q8FCT8;   Q8X728;	
3345	feoA	2	b3408   ECK3395   JW3371   o75	76.2593002319336	3   538   185	3   538   412	228	0	1789812	ferrous iron transporter    protein A	P33649;	ferrous iron transport protein A; GO_process: GO:0006826 - iron ion transport
3346	feoB	2	b3409   ECK3396   JW3372   o773	76.26460266113281	3   538   429	3   540   750	2   322	0	1789813	fused ferrous iron transporter    protein B:GTP-binding protein/membrane protein	P33650;   Q8FCT7;   Q8XED4;	ferrous iron transport protein B; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0006826 - iron ion transport
3347	feoC	2	b3410   ECK3397   JW3373   o78   yhgG	76.3145980834961	3   540   750	3   540   986	237	0	1789814	putative DNA-binding transcriptional regulator	P46845;   Q8FCT6;	GO_process: GO:0006355 - regulation of transcription    DNA-dependent
3348	yhgA	2	b3411   ECK3398   JW3374   o292	76.3240966796875	3   541   189	3   542   067	879	0	1789816	putative transposase	P31667;   Q8FCT5;   Q8X3N9;	
3349	bioH	2	b3412   bioB   ECK3399   f256   JW3375	76.34359741210938	3   542   096	3   542   866	771	1	1789817	pimeloyl-ACP carboxylesterase	P13001;   Q8FCT4;   Q8X716;	biotin biosynthesis; reaction prior to pimeloyl CoA; GO_process: GO:0009102 - biotin biosynthetic process
3350	gntX	2	b3413   ECK3400   JW5691   o243   yhgH	76.36100006103516	3   542   904	3   543   587	684	0	87082263	protein required for the utilization of DNA as a carbon source	P46846;   Q8FCT3;   Q8X715;	
3351	nfuA	2	b3414   ECK3401   gntY   JW3377   o191   yhgI	76.37699890136719	3   543   646	3   544   221	576	0	1789819	Fe/S biogenesis protein; possiblescaffold/chaperone for damaged Fe/S proteins	P46847;	
410	618	-1		76.37999725341797	3   544   153	3   564   067	19   815	-1				
3352	gntT	2	b3415   ECK3402   gntM   gntTalpha   JW5690   o437   usgA   yhgC	76.39720153808594	3   544   581	3   545   897	1   317	0	48994935	gluconate transporter    high-affinity GNT I system	P39835;   Q8FCT2;   Q8X712;	high-affinity transport of gluconate / gluconate permease; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
533	malA	2		76.43000030517578	3   545   757	3   545   757	0	0				
3353	malQ	2	b3416   ECK3403   f694   JW3379   malA	76.42790222167969	3   546   008	3   548   092	2   085	1	1789821	4-alpha-glucanotransferase (amylomaltase)	P15977;   Q8FCT1;   Q8X710;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0000272 - polysaccharide catabolic process
3354	malP	2	b3417   blu   ECK3404   f797   JW5689   malA	76.47309875488281	3   548   102	3   550   495	2   394	1	48994936	maltodextrin phosphorylase	P00490; Q9R783;   Q8FCT0;   Q8X708;	GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0000272 - polysaccharide catabolic process
3355	malT	2	b3418   ECK3405   JW3381   malA   o901	76.53780364990234	3   551   107	3   553   812	2   706	0	2367223	DNA-binding transcriptional activator for the mal regulon and maltotriose-ATP-binding protein	P06993;   Q8CXX5;   Q8X701;	positive regulator of mal regulon; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016563 - transcription activator activity; GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0006350 - transcription
3356	rtcA	2	b3419   b3420   b4475   ECK3406   f146   f201   JW5688   yhgJ   yhgK	76.59709930419922	3   553   855	3   554   871	1   017	1	48994937	RNA 3'-terminal phosphate cyclase	P46849; P46848; Q47349;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0016070 - RNA metabolic process
409	617	-1		76.5999984741211	3   554   427	3   570   217	15   691	-1				
3358	rtcB	2	b3421   ECK3407   f408   JW3384   yhgL	76.61900329589844	3   554   875	3   556   101	1   227	1	2367224	hypothetical protein	P46850; P76690;   Q8FCS7;   Q8X6Z8;	
3359	rtcR	2	b3422   ECK3408   JW3385   o532   yhgB	76.64959716796875	3   556   290	3   557   888	1   599	0	1789828	sigma 54-dependent transcriptional regulator of rtcBA expression	P38035;   Q8CXX4;   Q8X6Z7;	sigma54-dependent regulator of rtcBA expression; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006350 - transcription; GO_process: GO:0006355 - regulation of transcription    DNA-dependent
3360	glpR	2	b3423   ECK3409   f252   JW3386	76.68360137939453	3   557   870	3   558   628	759	1	1789829	DNA-binding transcriptional repressor	P09392;   Q8FCS6;   Q8X4P4;	repressor of the glp operon; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016564 - transcription repressor activity; GO_process: GO:0009061 - anaerobic respiration; GO_process: GO:0006350 - transcription
3361	glpG	2	b3424   ECK3410   f276   JW5687	76.70030212402344	3   558   645	3   559   475	831	1	48994938	rhomboid intramembrane serine protease	P09391; P76691;   Q8FCS5;   Q8X6Z6;	protein of glp regulon
3362	glpE	2	b3425   ECK3411   f108   JW3388	76.71920013427734	3   559   520	3   559   846	327	1	1789831	thiosulfate:cyanide sulfurtransferase (rhodanese)	P09390; Q47235;   Q8X6Z5;	rhodanese (thiosulfate:cyanide sulfertransferase); GO_process: GO:0009061 - anaerobic respiration
3363	glpD	2	b3426   ECK3412   glyD   JW3389   o501	76.73030090332031	3   560   036	3   561   541	1   506	0	2367226	sn-glycerol-3-phosphate dehydrogenase    aerobic   FAD/NAD(P)-binding	P13035; P78115; Q47234;   Q8FCS4;   Q8X6Y5;	sn-glycerol-3-phosphate dehydrogenase (aerobic); GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009060 - aerobic respiration; GO_process: GO:0006071 - glycerol metabolic process
408	616	-1		76.75	3   561   401	3   581   391	19   891	-1				
3364	yzgL	2	b3427   ECK3413   f97   f97b   JW3390	76.76850128173828	3   561   810	3   562   028	219	1			P76692; Q79CZ1;	pseudogene    periplasmic solute binding protein homology
3365	glgP	2	b3428   ECK3414   glgY   JW3391	76.7760009765625	3   562   157	3   564   604	2   448	1	2367228	glycogen phosphorylase	P13031;   Q8FCR9;   Q8X6Y1;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0000271 - polysaccharide biosynthetic process
3366	glgA	2	b3429   ECK3415   f477   JW3392	76.8292007446289	3   564   623	3   566   056	1   434	1	1789836	glycogen synthase	P08323;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0000271 - polysaccharide biosynthetic process
3367	glgC	2	b3430   ECK3416   f431   JW3393	76.86000061035156	3   566   056	3   567   351	1   296	1	1789837	glucose-1-phosphate adenylyltransferase	P00584;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0000271 - polysaccharide biosynthetic process
3368	glgX	2	b3431   ECK3417   JW3394	76.88829803466797	3   567   369	3   569   342	1   974	1	2367229	glycogen debranching enzyme	P15067; P76693;   Q8FCR8;   Q8X6X8;	part of glycogen operon    a glycosyl hydrolase    debranching enzyme; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0000271 - polysaccharide biosynthetic process
3369	glgB	2	b3432   ECK3418   f728   JW3395	76.93080139160156	3   569   339	3   571   525	2   187	1	1789839	1   4-alpha-glucan branching enzyme	P07762;   Q8FCR7;   Q8X6X6;	GO_component: GO:0005737 - cytoplasm; GO_process: GO:0000271 - polysaccharide biosynthetic process
407	615	-1		76.97000122070312	3   571   465	3   587   985	16   421	-1				
3370	asd	1	b3433   dap   ECK3419   f367   hom   JW3396	76.98380279541016	3   571   798	3   572   901	1   104	1	1789841	aspartate-semialdehyde dehydrogenase    NAD(P)-binding	P00353;   Q8FCR6;	aspartate-semialdehyde dehydrogenase; GO_process: GO:0009089 - lysine biosynthetic process via diaminopimelate; GO_process: GO:0009088 - threonine biosynthetic process; GO_process: GO:0009086 - methionine biosynthetic process; GO_process: GO:0009090 - homoserine biosynthetic process
3371	yhgN	2	b3434   ECK3420   JW3397   o197	77.01170349121094	3   573   094	3   573   687	594	0	1789842	putative antibiotic transporter	P46851;   Q8FCR5;	GO_component: GO:0009274 - peptidoglycan-based cell wall
3372	gntU	2	b3435   b3436   b4476   ECK3421   f111   f111a   f332   gntU_2   JW5686	77.02570343017578	3   573   744	3   575   084	1   341	1	48994939	gluconate transporter    low affinity GNT 1 system	P46858; P76694; P76695;	split gene    low-affinity gluconate transport permease protein in GNT I system; GO_component: GO:0019866 - organelle inner membrane
3374	gntK	2	b3437   ECK3422   JW3400	77.05470275878906	3   575   088	3   575   615	528	1	87082265	gluconate kinase 2	P46859; P78116; Q59404;   Q8FCR1;   Q8X6W0;	gluconokinase 2    thermoresistant; gluconate transport    GNT I system; GO_process: GO:0006006 - glucose metabolic process
3375	gntR	2	b3438   ECK3423   f313   JW5946	77.06909942626953	3   575   754	3   576   749	996	1	48994940	DNA-binding transcriptional repressor	P46860; Q47241;   Q8X6V8;	regulator of gluconate (gnt) operon; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0016564 - transcription repressor activity; GO_process: GO:0009255 - Entner-Doudoroff pathway; GO_process: GO:0006350 - transcription
3376	yhhW	2	b3439   ECK3424   f231   JW3402	77.09529876708984	3   576   973	3   577   668	696	1	1789847	quercetinase activity in vitro	P46852;   P58116;   Q8FCQ9;	
3377	yhhX	2	b3440   ECK3425   f345   JW3403	77.11299896240234	3   577   791	3   578   828	1   038	1	1789848	putative oxidoreductase with NAD(P)-binding Rossmann-fold domain	P46853;   Q8FCQ8;   Q8X6V5;	putative regulator
10172	ryhB	2	b4451   ECK3426   IS176   JWR0219   psrA18   sraI	77.13790130615234	3   578   950	3   579   039	90	1		sRNA antisense regulator mediating positive Fur regulon response    Hfq-dependent; global iron regulator		Fur represses this inhibitory RNA    relieving acnA    fumA    sdhCDAB    bfr    ftnA    and sodB from RyhB-mediated repression; gvcB is regulated by gcvA and gcvR
3378	yhhY	2	b3441   ECK3427   JW3405   o162	77.14250183105469	3   579   161	3   579   649	489	0	1789849	putative acetyltransferase	P46854;   Q8X6V2;	
3379	yhhZ	2	b3442   ECK3428   JW3406   o392	77.15809631347656	3   579   886	3   581   064	1   179	0	1789850	hypothetical protein	P46855;   Q8FCQ6;	
3380	yrhA	2	b3443   ECK3429   JW5864   o138	77.18340301513672	3   581   061	3   582   332	1   272	0			P46856;   Q8FCQ5;	pseudogene    interrupted by IS1E
10173	insA	2	b3444   ECK0023   ECK4556	77.19300079345703	3   581   506	3   581   781	276	0	1789852	IS1 repressor TnpA		
10174	insB1	2	b3445   ECK0022   insB	77.19719696044922	3   581   700	3   582   203	504	0	1789853	IS1 transposase B		
10175	yrhD	2	b4612   ECK4421	77.21289825439453	3   582   427	3   582   582	156	0	145693189	hypothetical protein		
3383	yrhB	2	b3446   ECK3430   JW3411   o94	77.22049713134766	3   582   782	3   583   066	285	0	1789855	stable heat shock chaperone	P46857;   Q8FCQ4;	
406	614	-1		77.22000122070312	3   582   836	3   594   542	11   607	-1				
3384	ggt	2	b3447   ECK3431   f580   JW3412	77.22750091552734	3   583   104	3   584   846	1   743	1	1789856	gamma-glutamyltranspeptidase	P18956;   Q8CVM1;   Q8X6U9;	
